(42747502, 'chargeback', 979, 1379603709.402422)
(81000190, 'purchase', 233, 1488671727.270102)
(80881425, 'subscription', 229, 1282957219.493632)
(97828709, 'subscription', 265, 1213173754.144479)
(13584414, 'subscription', 655, 1407330466.441451)
(68067350, 'purchase', 53, 1303601389.176138)
(79383179, 'subscription', 948, 1175165960.784187)
(28032486, 'chargeback', 367, 1198401017.880518)
(87125700, 'refund', 691, 1592471789.638098)
(54820514, 'bonus', 953, 1438919854.162146)
(18342728, 'refund', 523, 1414196440.113697)
(45256496, 'subscription', 558, 1610138081.718027)
(7053947, 'purchase', 893, 1211895905.543198)
(7053947, 'chargeback', 216, 952113343.834644)
(43798285, 'subscription', 17, 1209520977.204887)
(74837215, 'purchase', 737, 1423259198.4114)
(70927977, 'bonus', 164, 1437058981.893024)
(38383758, 'purchase', 51, 1304481613.224296)
(67150761, 'purchase', 156, 1760497213.057681)
(15913698, 'refund', 789, 1576013639.696471)
(73534942, 'bonus', 184, 1072873537.826658)
(89156286, 'bonus', 574, 1389340202.429593)
(13146319, 'chargeback', 944, 895620414.626048)
(6225594, 'subscription', 248, 957180329.537474)
(39558449, 'bonus', 727, 976951969.246342)
(98423778, 'chargeback', 398, 1005917696.535374)
(13006939, 'chargeback', 552, 1346252745.5951)
(72344315, 'subscription', 700, 985367063.730132)
(43618711, 'subscription', 3, 887405731.42184)
(4570114, 'refund', 769, 1301086729.110214)
(1395594, 'refund', 40, 1508822581.277222)
(13285525, 'subscription', 653, 1313927402.1914)
(81080382, 'chargeback', 664, 1246200672.728208)
(78780999, 'refund', 202, 935418555.813753)
(54194970, 'purchase', 478, 970467841.03345)
(41322123, 'purchase', 876, 941299119.651165)
(37282760, 'chargeback', 616, 1336742288.272609)
(37706327, 'subscription', 528, 1080652314.956213)
(92662146, 'chargeback', 308, 1711046048.595231)
(4657650, 'purchase', 952, 1437061021.059584)
(18342728, 'purchase', 447, 1529104433.822038)
(34258981, 'subscription', 202, 1205816494.449079)
(6435037, 'purchase', 830, 1677470041.642735)
(70131458, 'refund', 570, 840240061.691826)
(93119845, 'refund', 897, 927289706.764303)
(30265081, 'refund', 860, 1344994390.574701)
(67974871, 'refund', 20, 902862156.295383)
(58741302, 'refund', 594, 1186558553.503821)
(10030229, 'chargeback', 655, 1234070183.862162)
(56141982, 'refund', 157, 1193869952.565632)
(54535360, 'chargeback', 398, 1298604398.933298)
(63012944, 'purchase', 935, 1186714961.809812)
(48278053, 'subscription', 878, 960980710.622747)
(31600623, 'refund', 143, 1400697921.067395)
(64536897, 'purchase', 986, 1523943258.439761)
(77280589, 'subscription', 508, 978773068.452313)
(35184306, 'chargeback', 17, 1032485879.480375)
(2937275, 'bonus', 146, 1155428415.267658)
(6164466, 'bonus', 86, 1226304802.618372)
(38168403, 'purchase', 839, 842396181.015058)
(1591351, 'chargeback', 843, 1374623833.761231)
(922826, 'subscription', 448, 1645463117.152547)
(99574469, 'purchase', 742, 1024253241.740894)
(751877, 'purchase', 433, 1169668841.535085)
(55693497, 'refund', 115, 1522996142.387038)
(58741302, 'refund', 817, 1023536737.112598)
(67736592, 'purchase', 466, 1359554489.588047)
(24874128, 'bonus', 159, 1569871825.561097)
(13656136, 'subscription', 850, 1291267589.230707)
(42542744, 'subscription', 763, 1020585695.638348)
(72527087, 'bonus', 489, 1615868675.194485)
(43877650, 'subscription', 104, 1011306071.979759)
(15917188, 'subscription', 533, 1330024322.733681)
(58082639, 'chargeback', 823, 1633251937.030653)
(67428391, 'bonus', 835, 980495171.0488)
(30878874, 'subscription', 310, 1541821450.75644)
(60318413, 'chargeback', 551, 1546143997.74708)
(71419828, 'refund', 948, 1425811314.470897)
(2626751, 'purchase', 722, 1752013878.556345)
(13480189, 'bonus', 52, 1023864707.619792)
(440557, 'bonus', 388, 907444673.404984)
(86976998, 'bonus', 789, 1292105849.803838)
(66851056, 'bonus', 867, 1487736995.502304)
(58796235, 'subscription', 366, 1371877225.077237)
(30994901, 'subscription', 257, 1303520285.629869)
(59957226, 'refund', 999, 1310655352.381076)
(12681831, 'subscription', 35, 1614153924.140177)
(78961397, 'purchase', 29, 1246470093.860534)
(43618711, 'chargeback', 671, 1509080798.407712)
(94940160, 'chargeback', 591, 1568647037.441148)
(34339867, 'bonus', 437, 1111798569.832529)
(80401848, 'bonus', 220, 1483752380.23946)
(19654036, 'refund', 623, 867429174.161849)
(52578023, 'chargeback', 835, 1367790088.883814)
(1395594, 'chargeback', 336, 1047136560.110564)
(14415391, 'subscription', 493, 929501728.0901)
(97272674, 'purchase', 205, 1659858601.227304)
(74283682, 'purchase', 892, 1467266666.871056)
(98832877, 'chargeback', 596, 1774064142.504632)
(83720618, 'purchase', 651, 1750824843.16606)
(34893054, 'purchase', 699, 1380121773.43801)
(67676056, 'bonus', 549, 1611090265.466755)
(54101088, 'subscription', 97, 928810286.432854)
(20926049, 'subscription', 491, 1331974263.962142)
(73019344, 'bonus', 534, 1425054941.457917)
(97030650, 'bonus', 414, 1408904418.430581)
(68902016, 'chargeback', 127, 1542268102.321652)
(15190941, 'refund', 8, 1750548904.937785)
(66802725, 'subscription', 429, 1101279505.141098)
(36826082, 'purchase', 877, 1236545504.289966)
(85698325, 'chargeback', 762, 1425599543.482027)
(87861792, 'subscription', 497, 1241130192.168259)
(12093514, 'subscription', 207, 1119237278.528142)
(78178581, 'refund', 866, 1690564876.407298)
(85002615, 'chargeback', 924, 1691201840.78852)
(85002615, 'refund', 164, 1069244534.928942)
(59532181, 'refund', 336, 864666305.323945)
(96190152, 'purchase', 993, 1215519639.52009)
(94774841, 'chargeback', 682, 948245386.571727)
(2344721, 'purchase', 544, 1097566000.146074)
(440557, 'purchase', 294, 1362990327.757107)
(13584414, 'bonus', 619, 1570659292.484417)
(46862355, 'purchase', 515, 1722150468.541703)
(85495735, 'refund', 680, 987557035.210597)
(16174850, 'purchase', 32, 1777982856.161496)
(30338785, 'refund', 840, 976783420.545732)
(78663031, 'bonus', 843, 1257627795.785834)
(53335245, 'chargeback', 158, 1235753698.578403)
(8313045, 'bonus', 399, 1117791536.618524)
(88063243, 'bonus', 847, 957365722.891473)
(34690579, 'bonus', 922, 1645059608.304111)
(53676168, 'subscription', 588, 1598155612.063426)
(85495735, 'subscription', 889, 1760127998.103287)
(58579084, 'purchase', 192, 1693195566.709446)
(44261246, 'purchase', 608, 1260115455.836277)
(87570622, 'refund', 497, 1566230795.112338)
(27331408, 'purchase', 352, 1337882148.791366)
(82949465, 'chargeback', 581, 1211724689.869101)
(55693497, 'purchase', 321, 1489974915.832203)
(51297626, 'bonus', 740, 847464897.899912)
(33586509, 'chargeback', 977, 1718443338.022186)
(59594422, 'bonus', 37, 1578017031.111872)
(9248868, 'purchase', 447, 1086706003.406268)
(34899274, 'bonus', 729, 1076103822.731437)
(39028333, 'purchase', 838, 1054737740.200081)
(61170113, 'chargeback', 123, 1001219983.41921)
(73551745, 'refund', 436, 1438911471.084821)
(68112178, 'subscription', 778, 1236779298.383799)
(32280598, 'refund', 823, 1542919986.475356)
(34887843, 'chargeback', 372, 1130154253.406563)
(57359055, 'refund', 827, 1253164320.011266)
(37075450, 'chargeback', 784, 1100182652.595004)
(94642076, 'chargeback', 92, 1013787834.209345)
(24085581, 'purchase', 872, 1276902835.67493)
(59025789, 'refund', 860, 1764859328.368992)
(85778125, 'refund', 193, 1594810535.319495)
(2626751, 'purchase', 174, 1750853418.821304)
(2344721, 'purchase', 7, 1093634401.795863)
(88487396, 'bonus', 669, 1362189147.502394)
(27397012, 'subscription', 281, 1365093981.315078)
(55606077, 'bonus', 801, 966408991.857881)
(55992814, 'chargeback', 315, 1244033778.917178)
(83450698, 'bonus', 408, 1180817744.480948)
(78692034, 'bonus', 225, 1147296371.737271)
(71281945, 'refund', 521, 1135334857.051755)
(97445582, 'purchase', 858, 935497262.158607)
(80091567, 'purchase', 519, 1397155729.807495)
(62812131, 'purchase', 832, 1599239838.009901)
(21858410, 'chargeback', 213, 1191718367.825795)
(9255787, 'subscription', 626, 1658152584.655596)
(99482175, 'refund', 854, 880214311.455294)
(54535360, 'refund', 381, 1006446685.590631)
(60539918, 'chargeback', 562, 842607456.927417)
(45860707, 'chargeback', 459, 1644697828.162282)
(5312754, 'bonus', 177, 1474756620.678861)
(66648373, 'bonus', 327, 1337498335.039968)
(11826577, 'refund', 731, 1015773979.896289)
(78629516, 'chargeback', 96, 1089198193.231542)
(34764960, 'chargeback', 800, 1743102796.348953)
(10030229, 'bonus', 662, 1173380330.707803)
(4025636, 'chargeback', 161, 832558436.345147)
(46183194, 'bonus', 449, 991631549.832146)
(13433594, 'bonus', 784, 1025173397.756227)
(6176803, 'bonus', 911, 1564540075.049055)
(19872916, 'chargeback', 623, 1192268939.949263)
(91911722, 'purchase', 149, 961783771.739822)
(56207608, 'chargeback', 834, 1571632090.286545)
(20077578, 'chargeback', 666, 915563276.882858)
(94774841, 'chargeback', 864, 1242592838.8453)
(88487396, 'subscription', 333, 1525410084.165497)
(93241958, 'chargeback', 364, 1655895461.240297)
(15847540, 'purchase', 197, 878928988.824238)
(1395594, 'subscription', 318, 1354432510.834163)
(58745915, 'refund', 770, 925617803.513986)
(37334552, 'refund', 463, 994402167.968418)
(48573632, 'bonus', 761, 1148718997.491576)
(9177468, 'bonus', 963, 887912064.116229)
(40798338, 'bonus', 422, 1703946569.33543)
(64988100, 'purchase', 850, 1725852512.455052)
(43555914, 'refund', 527, 1068053776.954448)
(11342632, 'bonus', 519, 1592781067.856434)
(43533994, 'chargeback', 927, 1760381364.313464)
(74444548, 'refund', 930, 1042543488.62762)
(32945169, 'refund', 225, 872206425.235439)
(25411608, 'purchase', 722, 1103305141.491288)
(41511518, 'subscription', 724, 890532301.184325)
(25669023, 'refund', 104, 1724320244.294679)
(22136751, 'subscription', 848, 1558778586.587993)
(15190941, 'refund', 556, 1151831395.265947)
(6860698, 'refund', 32, 1453866603.455894)
(51212841, 'subscription', 645, 1686514177.514457)
(95275919, 'bonus', 852, 1105792723.05653)
(14415391, 'subscription', 509, 1178258325.667286)
(44046136, 'purchase', 2, 1205124545.349298)
(35958295, 'purchase', 978, 1204986055.433106)
(98168613, 'subscription', 169, 1120491554.358099)
(13656136, 'purchase', 532, 1258467022.810474)
(40918672, 'chargeback', 331, 871805336.068838)
(31757201, 'subscription', 532, 1337944633.082168)
(61183059, 'chargeback', 433, 1185132708.293602)
(43618711, 'chargeback', 447, 1470707097.483572)
(53245191, 'subscription', 899, 948931005.633398)
(94917750, 'bonus', 347, 1037168676.136522)
(22572298, 'chargeback', 323, 1278348748.441945)
(11795844, 'bonus', 639, 1644033188.184285)
(48278053, 'purchase', 633, 1647980859.687302)
(57572130, 'chargeback', 839, 1128863535.415191)
(25411608, 'subscription', 569, 1666017258.46205)
(28950911, 'subscription', 617, 1162034256.125045)
(7535819, 'purchase', 577, 1489213606.976476)
(5323866, 'refund', 11, 1580029682.104649)
(83450698, 'purchase', 363, 1565411924.830793)
(99360944, 'subscription', 130, 1707338379.064112)
(6176803, 'refund', 217, 1472268523.121435)
(4854844, 'chargeback', 408, 868365618.46199)
(42515236, 'refund', 23, 1702453091.355911)
(39247551, 'subscription', 491, 1005879147.01815)
(34209339, 'refund', 133, 1556013877.068137)
(67676056, 'purchase', 311, 1129070942.958587)
(8461317, 'refund', 830, 837294523.284459)
(10177781, 'subscription', 57, 1778732170.918742)
(60254123, 'chargeback', 534, 1420109151.960778)
(89290620, 'purchase', 201, 1458166799.751992)
(35196958, 'refund', 749, 1229941328.90845)
(91357743, 'purchase', 343, 1038097860.542661)
(30737921, 'purchase', 702, 1076895858.714529)
(73901891, 'purchase', 481, 1267202183.479516)
